Seq No,intnum,persnum,age,educatn,earnings,hours,kids,married,kidsNew,marriedNew
2474,5523,170,38,13.0,20000,1426,1,married,k1,m1
2475,5526,3,45,12.0,0,0,0,divorced,k1,m2
2476,5526,4,42,12.0,15000,2040,3,married,k2,m1
2477,5526,5,41,12.0,1010,104,3,separated,k2,m2
2478,5526,6,40,8.0,0,0,1,married,k1,m1
2479,5526,10,36,14.0,16000,2008,2,married,k1,m1
2480,5526,11,34,12.0,12000,1860,2,divorced,k1,m2
2481,5526,13,32,10.0,15786,2000,2,married,k1,m1
2482,5526,14,31,12.0,2000,357,2,never married,k1,m2
2483,5530,5,40,12.0,0,0,2,married,k1,m1
2484,5531,2,46,16.0,23500,2450,2,married,k1,m1
2485,5532,171,39,12.0,2000,520,1,never married,k1,m2
2486,5532,172,42,6.0,0,0,3,married,k2,m1
2487,5534,170,44,10.0,30935,1715,5,married,k2,m1
2488,5536,170,39,12.0,12000,1667,2,married,k1,m1
2489,5537,3,39,13.0,4000,840,1,divorced,k1,m2
2490,5537,6,34,12.0,6700,1150,3,divorced,k2,m2
2491,5537,170,35,10.0,0,0,3,married,k2,m1
2493,5538,2,47,11.0,42000,1960,3,married,k2,m1
2494,5539,4,38,14.0,5000,1696,3,never married,k2,m2
2495,5539,7,33,12.0,7000,1716,4,never married,k2,m2
2496,5542,2,43,16.0,65,12,2,married,k1,m1
2497,5542,3,42,12.0,0,0,0,never married,k1,m2
2498,5542,170,39,12.0,34000,1946,1,married,k1,m1
2499,5543,5,39,12.0,0,0,2,married,k1,m1
2500,5543,8,32,12.0,24000,3036,1,married,k1,m1
2501,5544,170,35,13.0,11200,941,2,married,k1,m1
2502,5544,171,42,0.0,0,0,2,married,k1,m1
2503,5544,176,38,15.0,750,104,0,divorced,k1,m2
2504,5545,3,42,14.0,23000,2302,2,divorced,k1,m2
2505,5545,4,39,10.0,29000,1696,0,married,k1,m1
2507,5545,175,32,12.0,0,0,2,married,k1,m1
2508,5546,2,43,12.0,0,0,2,married,k1,m1
2509,5546,3,38,13.0,11525,4940,2,divorced,k1,m2
2510,5547,3,35,12.0,0,0,2,never married,k1,m2
2511,5547,9,30,10.0,0,0,6,never married,k2,m2
2512,5547,170,30,9.0,15000,2072,4,separated,k2,m2
2513,5548,3,45,12.0,0,0,2,separated,k1,m2
2514,5548,6,40,15.0,19040,2016,2,divorced,k1,m2
2515,5548,9,32,12.0,0,0,0,never married,k1,m2
2516,5549,4,35,14.0,30000,2686,0,widowed,k1,m2
2517,5549,5,34,12.0,0,0,3,married,k2,m1
2518,5549,6,32,12.0,12000,1907,2,separated,k1,m2
2519,5549,175,37,16.0,18000,1976,2,separated,k1,m2
2520,5549,182,37,14.0,25000,321,0,never married,k1,m2
2521,5551,2,47,17.0,22508,1041,1,divorced,k1,m2
2522,5551,175,32,15.0,6000,962,0,never married,k1,m2
2523,5553,171,41,16.0,55000,2000,2,married,k1,m1
2524,5553,172,33,15.0,25364,1804,1,married,k1,m1
2525,5558,5,31,10.0,0,0,2,never married,k1,m2
2526,5559,3,32,13.0,0,0,2,married,k1,m1
2527,5559,4,30,12.0,0,0,3,married,k2,m1
2528,5559,176,30,15.0,13000,1647,1,married,k1,m1
2529,5560,3,46,12.0,0,0,4,widowed,k2,m2
2530,5560,6,38,12.0,21275,1887,0,never married,k1,m2
2531,5560,176,45,12.0,0,0,5,married,k2,m1
2532,5562,3,41,12.0,23000,1912,1,divorced,k1,m2
2533,5562,4,40,17.0,55000,1796,0,married,k1,m1
2534,5562,5,39,13.0,24023,1760,2,married,k1,m1
2535,5565,3,41,14.0,35000,1920,2,married,k1,m1
2536,5565,4,38,11.0,17000,2400,3,married,k2,m1
2537,5566,3,41,14.0,30000,2326,2,married,k1,m1
2538,5568,171,33,13.0,18000,2116,0,married,k1,m1
2539,5569,4,40,10.0,23000,1960,1,married,k1,m1
2540,5569,7,35,11.0,0,0,4,never married,k2,m2
2541,5569,8,32,12.0,0,0,0,married,k1,m1
2542,5569,10,30,12.0,22000,1815,0,married,k1,m1
2543,5569,176,36,11.0,9900,920,0,married,k1,m1
2544,5570,3,43,12.0,11413,1805,3,married,k2,m1
2545,5570,4,41,12.0,15466,1440,2,married,k1,m1
2546,5570,5,40,12.0,24000,2167,3,widowed,k2,m2
2547,5570,11,31,12.0,3000,1298,3,married,k2,m1
2548,5570,175,32,13.0,27783,1976,2,separated,k1,m2
2549,5570,177,33,13.0,6000,2040,2,separated,k1,m2
2550,5570,181,43,12.0,0,0,4,separated,k2,m2
2551,5570,184,35,12.0,12000,1937,3,married,k2,m1
2553,5571,5,31,12.0,2000,600,3,married,k2,m1
2554,5573,6,40,12.0,11000,2000,1,never married,k1,m2
2555,5573,8,34,14.0,9000,2000,1,separated,k1,m2
2556,5573,9,32,12.0,7000,2000,2,separated,k1,m2
2557,5573,172,43,12.0,11425,2060,3,married,k2,m1
2558,5575,3,35,12.0,0,0,2,married,k1,m1
2559,5576,172,40,10.0,12000,1743,4,married,k2,m1
2560,5578,3,40,13.0,27000,2005,2,married,k1,m1
2561,5578,171,38,12.0,0,2132,2,divorced,k1,m2
2562,5578,173,36,12.0,18000,2004,1,married,k1,m1
2563,5578,176,37,10.0,0,0,6,married,k2,m1
2565,5579,4,34,12.0,0,240,2,married,k1,m1
2566,5584,4,38,14.0,10000,827,2,divorced,k1,m2
2567,5585,3,33,12.0,0,0,5,separated,k2,m2
2569,5586,3,30,10.0,22000,1750,0,married,k1,m1
2570,5592,5,31,12.0,0,0,1,never married,k1,m2
2571,5592,7,30,12.0,900,347,3,separated,k2,m2
2573,5600,2,46,10.0,31000,1880,3,married,k2,m1
2574,5600,3,30,13.0,20999,2184,0,never married,k1,m2
2575,5605,3,37,12.0,0,0,2,married,k1,m1
2576,5606,2,48,12.0,10000,2160,4,married,k2,m1
2577,5606,170,30,11.0,0,0,2,married,k1,m1
2578,5608,171,37,12.0,22000,2250,3,married,k2,m1
2579,5610,2,46,11.0,23000,2083,3,never married,k2,m2
2580,5610,3,42,12.0,14000,1243,2,married,k1,m1
2581,5612,3,46,12.0,15362,1256,4,married,k2,m1
2582,5612,5,39,12.0,15000,1992,3,divorced,k2,m2
2583,5612,171,40,12.0,20000,2040,3,married,k2,m1
2584,5612,172,44,12.0,0,0,3,married,k2,m1
2585,5613,3,44,12.0,9000,1350,1,never married,k1,m2
2586,5613,6,40,12.0,100,2058,1,never married,k1,m2
2587,5613,8,36,12.0,15000,2048,1,married,k1,m1
2588,5613,9,34,12.0,14000,3280,0,never married,k1,m2
2589,5613,11,31,12.0,0,0,1,never married,k1,m2
2590,5613,14,30,12.0,10000,2040,0,never married,k1,m2
2591,5613,170,40,12.0,0,0,4,married,k2,m1
2592,5613,171,42,12.0,13000,2040,3,married,k2,m1
2593,5613,173,36,12.0,10000,2040,2,married,k1,m1
2594,5613,175,42,12.0,13,2080,2,married,k1,m1
2595,5613,178,33,12.0,600,540,3,separated,k2,m2
2596,5614,2,48,11.0,2200,976,3,widowed,k2,m2
2597,5614,170,32,14.0,17000,2027,4,married,k2,m1
2599,5615,3,45,12.0,16000,2000,1,married,k1,m1
2600,5615,5,44,14.0,20000,1944,5,married,k2,m1
2601,5615,6,40,15.0,7000,1141,3,married,k2,m1
2602,5615,7,35,17.0,22900,2050,1,married,k1,m1
2603,5619,3,38,12.0,33000,1824,3,married,k2,m1
2604,5619,4,34,12.0,3000,2080,4,married,k2,m1
2605,5619,5,34,12.0,13000,2158,3,married,k2,m1
2606,5621,4,37,16.0,18312,2346,1,married,k1,m1
2607,5621,7,30,14.0,18000,1960,1,married,k1,m1
2608,5621,171,30,12.0,16000,1840,2,married,k1,m1
2609,5621,174,35,16.0,17820,1620,0,married,k1,m1
2610,5623,6,33,11.0,10200,1962,3,separated,k2,m2
2612,5623,8,30,9.0,0,0,7,divorced,k2,m2
2613,5623,171,36,13.0,17500,2150,6,separated,k2,m2
2614,5623,172,35,16.0,17000,1936,3,married,k2,m1
2615,5623,174,36,12.0,6000,1960,1,married,k1,m1
2616,5626,9,34,12.0,13000,2196,0,married,k1,m1
2617,5626,170,35,16.0,18000,1976,2,married,k1,m1
2618,5626,180,34,13.0,0,0,0,never married,k1,m2
2619,5628,3,37,12.0,6000,1307,0,never married,k1,m2
2621,5628,6,31,12.0,0,0,6,never married,k2,m2
2623,5631,3,35,17.0,34000,1880,2,married,k1,m1
2624,5631,6,31,12.0,39000,1880,2,married,k1,m1
2625,5632,4,36,12.0,33500,2256,2,married,k1,m1
2626,5632,172,30,12.0,18500,1668,2,married,k1,m1
2627,5632,173,37,12.0,5000,1146,2,married,k1,m1
2628,5634,186,31,12.0,15600,2080,0,never married,k1,m2
2629,5635,2,43,13.0,0,0,3,divorced,k2,m2
2630,5636,2,38,13.0,36556,2600,2,divorced,k1,m2
2631,5639,3,35,10.0,15000,2252,3,never married,k2,m2
2632,5641,4,40,11.0,0,0,3,never married,k2,m2
2633,5641,5,37,11.0,16102,2040,2,never married,k1,m2
2634,5641,8,30,12.0,15000,1530,0,never married,k1,m2
2635,5642,3,37,12.0,22000,2000,2,married,k1,m1
2636,5642,4,35,16.0,15000,1020,1,married,k1,m1
2637,5643,6,38,16.0,23000,1107,2,married,k1,m1
2638,5644,170,44,9.0,17680,2080,5,separated,k2,m2
2639,5646,6,30,14.0,0,0,3,never married,k2,m2
2640,5652,5,32,13.0,20000,1387,3,married,k2,m1
2641,5652,172,30,14.0,0,0,0,married,k1,m1
2642,5653,3,43,13.0,13000,2032,5,married,k2,m1
2643,5655,170,39,12.0,5600,1614,2,separated,k1,m2
2644,5655,173,32,12.0,12700,196,2,never married,k1,m2
2645,5655,174,35,15.0,0,0,4,married,k2,m1
2647,5656,8,36,14.0,1200,640,4,never married,k2,m2
2648,5656,11,32,16.0,28000,3840,3,never married,k2,m2
2649,5656,171,37,12.0,1400,265,2,married,k1,m1
2650,5656,177,32,6.0,700,540,1,separated,k1,m2
2651,5656,179,40,13.0,27558,1960,0,married,k1,m1
2652,5656,186,33,12.0,0,0,0,never married,k1,m2
2653,5660,3,41,15.0,9500,1625,1,divorced,k1,m2
2654,5660,5,32,14.0,25000,1677,2,separated,k1,m2
2655,5660,173,35,13.0,1600,442,4,married,k2,m1
2656,5661,6,32,10.0,0,0,4,divorced,k2,m2
2658,5663,2,47,12.0,15000,2000,2,separated,k1,m2
2659,5663,3,44,11.0,19952,2055,6,never married,k2,m2
2660,5663,5,39,9.0,0,0,3,divorced,k2,m2
2661,5663,6,36,12.0,28341,2496,3,married,k2,m1
2662,5663,7,34,12.0,112,16,1,never married,k1,m2
2663,5664,2,48,10.0,0,0,5,married,k2,m1
2664,5664,3,30,12.0,0,0,3,never married,k2,m2
2666,5676,4,36,13.0,22600,2040,2,divorced,k1,m2
2667,5676,182,34,12.0,25000,2000,1,married,k1,m1
2668,5677,4,41,13.0,40000,1960,1,widowed,k1,m2
2669,5677,6,36,12.0,0,0,1,never married,k1,m2
2670,5677,170,33,9.0,0,0,5,never married,k2,m2
2671,5678,2,35,12.0,0,0,6,never married,k2,m2
2673,5679,170,45,14.0,0,0,2,married,k1,m1
2674,5680,4,32,14.0,0,0,3,married,k2,m1
2675,5681,5,42,12.0,0,0,4,married,k2,m1
2676,5683,2,45,16.0,39200,1435,1,divorced,k1,m2
2677,5683,3,43,12.0,0,0,3,married,k2,m1
2678,5683,6,36,13.0,20000,1128,4,separated,k2,m2
2679,5683,171,35,12.0,15000,2040,3,married,k2,m1
2680,5683,176,47,9.0,45000,2080,4,separated,k2,m2
2681,5684,3,39,12.0,78000,2250,3,divorced,k2,m2
2682,5684,6,32,14.0,0,0,2,married,k1,m1
2683,5684,171,39,13.0,16000,1880,2,married,k1,m1
2684,5684,173,35,13.0,0,0,2,married,k1,m1
2685,5685,4,42,12.0,32000,1776,3,married,k2,m1
2686,5689,195,31,16.0,3501,1980,2,never married,k1,m2
2688,5690,3,43,12.0,38000,2500,0,divorced,k1,m2
2689,5692,6,35,16.0,29000,2055,1,never married,k1,m2
2690,5692,7,32,15.0,22000,2056,1,divorced,k1,m2
2691,5692,174,30,15.0,8000,1528,1,never married,k1,m2
2693,5693,6,41,13.0,26841,2005,0,married,k1,m1
2694,5693,7,40,12.0,4085,368,4,never married,k2,m2
2695,5693,10,33,11.0,19000,4000,3,never married,k2,m2
2696,5693,21,46,12.0,15000,2378,4,separated,k2,m2
2697,5693,174,38,9.0,0,0,6,separated,k2,m2
2698,5693,181,39,12.0,20191,1819,3,married,k2,m1
2699,5704,3,38,12.0,32000,2154,0,married,k1,m1
2700,5704,4,37,12.0,36000,2750,0,married,k1,m1
2701,5704,7,30,12.0,14000,2000,0,married,k1,m1
2702,5704,172,36,10.0,800,373,1,married,k1,m1
2703,5704,175,30,12.0,12400,1185,0,married,k1,m1
2704,5706,2,47,11.0,25049,2580,4,divorced,k2,m2
2705,5706,3,45,16.0,25000,1816,3,married,k2,m1
2706,5706,5,36,13.0,34000,2056,1,divorced,k1,m2
2707,5706,6,35,14.0,110000,764,2,married,k1,m1
2708,5706,8,31,12.0,0,0,1,never married,k1,m2
2709,5706,188,41,15.0,5100,1640,1,married,k1,m1
2710,5706,191,48,13.0,0,0,4,separated,k2,m2
2711,5707,3,43,14.0,36000,1780,1,married,k1,m1
2712,5707,5,32,15.0,200,289,1,married,k1,m1
2713,5709,2,50,10.0,0,0,2,married,k1,m1
2714,5711,3,37,15.0,0,0,1,divorced,k1,m2
2715,5712,3,37,8.0,8000,2040,2,married,k1,m1
2716,5712,5,33,12.0,0,0,1,married,k1,m1
2717,5713,3,42,12.0,12000,1470,2,divorced,k1,m2
2718,5713,4,39,7.0,0,0,3,separated,k2,m2
2719,5714,1,50,11.0,24040,2402,2,divorced,k1,m2
2720,5714,2,35,14.0,20000,2008,4,married,k2,m1
2721,5715,3,36,14.0,0,0,3,married,k2,m1
2722,5715,4,32,12.0,8000,1480,4,never married,k2,m2
2723,5718,1,50,10.0,0,0,5,never married,k2,m2
2724,5724,4,45,12.0,18500,1880,2,married,k1,m1
2725,5724,9,33,12.0,12000,1410,1,married,k1,m1
2726,5724,171,44,12.0,2500,468,3,married,k2,m1
2727,5729,2,46,12.0,27000,1880,2,divorced,k1,m2
2728,5730,2,35,14.0,4400,2060,3,married,k2,m1
2729,5734,3,38,12.0,15028,1904,2,married,k1,m1
2730,5735,4,39,13.0,33500,1928,2,married,k1,m1
2731,5735,5,39,12.0,36000,1896,2,married,k1,m1
2732,5735,6,34,12.0,0,0,2,separated,k1,m2
2733,5739,2,48,13.0,13000,920,2,married,k1,m1
2734,5743,3,45,8.0,0,0,4,separated,k2,m2
2735,5743,4,43,6.0,120,108,1,separated,k1,m2
2736,5743,5,40,6.0,1800,550,4,divorced,k2,m2
2737,5743,6,36,10.0,1600,2340,1,divorced,k1,m2
2739,5748,6,30,12.0,0,0,7,never married,k2,m2
2740,5748,170,46,12.0,19640,2056,2,separated,k1,m2
2741,5748,173,40,12.0,1500,778,2,separated,k1,m2
2742,5749,3,37,10.0,0,0,3,divorced,k2,m2
2743,5749,4,34,9.0,0,0,2,divorced,k1,m2
2744,5749,5,31,13.0,32000,2100,3,divorced,k2,m2
2745,5749,6,33,12.0,25000,1976,3,married,k2,m1
2746,5749,172,41,15.0,27000,2364,2,married,k1,m1
2747,5751,3,39,13.0,10000,1368,2,married,k1,m1
2748,5755,4,31,14.0,12500,1600,1,never married,k1,m2
2750,5756,3,43,12.0,50000,2383,1,married,k1,m1
2751,5756,4,38,14.0,20000,2000,0,married,k1,m1
2752,5756,5,43,12.0,22000,1530,2,married,k1,m1
2753,5756,7,35,13.0,22000,1500,0,never married,k1,m2
2754,5756,9,32,14.0,69000,2880,0,married,k1,m1
2755,5756,174,35,12.0,28000,1964,2,divorced,k1,m2
2756,5757,170,44,12.0,15000,800,5,married,k2,m1
2757,5759,3,42,0.0,480,278,5,never married,k2,m2
2758,5759,7,35,11.0,9600,1865,2,divorced,k1,m2
2759,5761,1,46,17.0,70000,1659,3,married,k2,m1
2761,5764,175,41,12.0,0,0,2,married,k1,m1
2762,5767,3,37,14.0,51000,1776,2,separated,k1,m2
2763,5770,3,33,14.0,0,0,4,separated,k2,m2
2764,5771,3,31,16.0,21000,2000,1,never married,k1,m2
2765,5774,2,43,12.0,3437,320,2,married,k1,m1
2766,5776,2,45,12.0,9000,3060,2,married,k1,m1
2767,5777,3,36,12.0,32000,1731,0,never married,k1,m2
2768,5777,6,31,13.0,26000,2080,0,never married,k1,m2
2769,5777,172,31,12.0,12000,2600,2,married,k1,m1
2770,5779,2,45,12.0,21500,1563,2,married,k1,m1
2771,5780,3,36,16.0,42000,1540,0,separated,k1,m2
2772,5780,4,33,13.0,23000,1650,1,divorced,k1,m2
2773,5782,4,33,15.0,0,0,3,separated,k2,m2
2774,5783,3,37,15.0,34000,1700,4,never married,k2,m2
2775,5783,6,34,11.0,0,0,8,never married,k2,m2
2776,5783,170,39,11.0,0,0,1,married,k1,m1
2778,5784,3,33,12.0,725,240,3,never married,k2,m2
2779,5784,5,31,11.0,0,0,3,never married,k2,m2
2780,5786,7,30,13.0,1000,1511,2,married,k1,m1
2781,5788,3,40,12.0,6000,3640,2,married,k1,m1
2782,5788,4,37,12.0,2010,1180,3,married,k2,m1
2783,5788,5,34,12.0,12000,146,3,married,k2,m1
2784,5789,171,41,12.0,7800,1500,2,married,k1,m1
2785,5789,173,32,12.0,13000,2000,1,married,k1,m1
2786,5796,4,39,12.0,22000,1733,3,married,k2,m1
2787,5798,4,39,12.0,3500,496,3,married,k2,m1
2788,5798,5,36,12.0,24000,1986,1,married,k1,m1
2789,5798,172,40,16.0,11000,1524,2,married,k1,m1
2790,5798,174,34,14.0,84800,3520,3,married,k2,m1
2791,5801,4,33,11.0,650,52,3,never married,k2,m2
2792,5801,6,30,12.0,8000,123,1,never married,k1,m2
2793,5801,174,37,12.0,0,0,1,never married,k1,m2
2794,5802,3,35,12.0,19000,4000,0,divorced,k1,m2
2795,5803,3,41,11.0,16000,1968,1,divorced,k1,m2
2796,5803,171,38,12.0,35000,1974,1,married,k1,m1
2797,5805,173,38,16.0,25025,2328,2,separated,k1,m2
2799,5806,173,32,12.0,12273,1538,0,never married,k1,m2
2800,5808,1,46,13.0,31100,1754,1,married,k1,m1
2802,5809,171,45,12.0,11850,1920,3,married,k2,m1
2803,5810,3,38,17.0,24300,1474,0,never married,k1,m2
2804,5812,4,42,14.0,18000,1961,3,separated,k2,m2
2805,5812,7,37,12.0,16000,2200,1,separated,k1,m2
2806,5812,8,35,11.0,11000,2496,5,married,k2,m1
2807,5812,10,31,12.0,3000,35,2,married,k1,m1
2808,5812,170,38,12.0,0,0,2,married,k1,m1
2809,5812,171,39,12.0,14000,1743,3,married,k2,m1
2810,5813,5,46,9.0,12000,240,2,married,k1,m1
2811,5813,6,38,14.0,27300,2033,3,divorced,k2,m2
2812,5814,2,47,11.0,15000,2040,5,married,k2,m1
2813,5814,4,39,12.0,31000,2762,2,married,k1,m1
2814,5814,181,42,14.0,27845,2080,2,divorced,k1,m2
2815,5815,2,47,12.0,0,0,2,married,k1,m1
2816,5817,3,44,16.0,42760,2040,2,married,k1,m1
2817,5818,3,43,13.0,12000,1368,3,married,k2,m1
2818,5818,4,42,14.0,19000,2020,3,widowed,k2,m2
2819,5818,6,37,12.0,20000,1960,2,married,k1,m1
2820,5818,7,32,0.0,0,0,0,never married,k1,m2
2821,5819,4,33,11.0,16640,2080,2,separated,k1,m2
2822,5819,5,32,12.0,189,17,2,never married,k1,m2
2823,5819,170,36,11.0,0,0,1,married,k1,m1
2825,5820,4,42,12.0,31000,2400,2,married,k1,m1
2827,5821,170,31,12.0,5500,1518,1,married,k1,m1
2828,5822,5,36,12.0,15000,2550,4,married,k2,m1
2829,5822,6,35,12.0,0,0,3,never married,k2,m2
2831,5824,4,35,16.0,25000,1503,1,married,k1,m1
2832,5825,175,32,12.0,32000,2000,3,married,k2,m1
2833,5826,174,38,12.0,0,0,4,never married,k2,m2
2834,5826,175,40,12.0,200,2032,3,separated,k2,m2
2835,5828,170,41,15.0,18000,2940,2,married,k1,m1
2836,5829,2,49,12.0,0,0,3,married,k2,m1
2837,5830,2,46,12.0,36000,2140,0,married,k1,m1
2838,5831,171,33,12.0,3000,253,1,married,k1,m1
2839,5832,3,30,14.0,0,0,1,divorced,k1,m2
2840,5833,2,44,17.0,22534,1329,3,married,k2,m1
2841,5834,4,46,14.0,0,0,0,NA/DF,k1,m2
2842,5834,8,36,17.0,36000,2259,1,divorced,k1,m2
2843,5835,6,37,12.0,32400,4586,1,widowed,k1,m2
2844,5835,7,35,17.0,20000,2056,0,never married,k1,m2
2846,5835,175,40,14.0,50000,2080,1,divorced,k1,m2
2847,5836,171,40,12.0,6900,1496,3,divorced,k2,m2
2848,5839,2,40,12.0,26000,2020,2,separated,k1,m2
2849,5839,4,38,17.0,44000,1204,0,never married,k1,m2
2850,5841,5,34,13.0,120,10,2,never married,k1,m2
2851,5841,7,30,14.0,13000,1840,0,never married,k1,m2
2852,5841,170,44,12.0,51500,3000,3,married,k2,m1
2853,5841,176,34,16.0,0,0,0,married,k1,m1
2854,5849,3,46,8.0,600,96,8,never married,k2,m2
2855,5849,5,32,12.0,3930,798,2,never married,k1,m2
2856,5852,2,48,14.0,28472,1960,0,never married,k1,m2
2858,5853,5,31,11.0,0,0,3,never married,k2,m2
2859,5853,7,33,12.0,19392,1747,2,married,k1,m1
2860,5853,8,34,10.0,0,0,2,never married,k1,m2
2861,5853,9,37,8.0,0,0,2,married,k1,m1
2862,5854,3,40,16.0,41516,2000,2,married,k1,m1
2864,5857,5,40,12.0,11532,2030,1,married,k1,m1
2865,5857,21,45,12.0,23690,1920,1,separated,k1,m2
2866,5857,176,35,11.0,0,0,3,married,k2,m1
2867,5858,7,38,11.0,10000,1600,2,married,k1,m1
2868,5858,8,33,12.0,0,0,3,separated,k2,m2
2869,5858,9,32,11.0,0,0,1,married,k1,m1
2870,5858,174,38,10.0,15300,2080,4,married,k2,m1
2871,5860,4,32,14.0,28696,2041,0,never married,k1,m2
2872,5860,21,45,17.0,50000,1824,4,married,k2,m1
2873,5861,1,45,12.0,0,0,3,married,k2,m1
2874,5863,3,43,12.0,0,0,2,separated,k1,m2
2875,5863,4,41,12.0,11000,1872,4,divorced,k2,m2
2876,5864,2,37,12.0,600,90,3,married,k2,m1
2877,5864,4,31,10.0,1500,120,2,separated,k1,m2
2878,5866,6,37,15.0,15000,1200,0,married,k1,m1
2879,5866,8,37,12.0,9000,2080,0,never married,k1,m2
2880,5866,171,38,14.0,26000,2000,1,married,k1,m1
2881,5867,5,38,17.0,36000,2073,2,divorced,k1,m2
2882,5867,7,36,16.0,0,0,3,married,k2,m1
2883,5867,10,32,13.0,0,0,1,married,k1,m1
2884,5867,11,31,14.0,0,0,0,never married,k1,m2
2885,5867,171,40,16.0,58000,1888,0,married,k1,m1
2886,5867,173,33,12.0,0,0,4,married,k2,m1
2887,5867,178,45,17.0,20000,1980,2,married,k1,m1
2888,5869,5,36,13.0,3000,312,2,married,k1,m1
2889,5869,6,31,12.0,0,0,2,married,k1,m1
2890,5869,170,38,13.0,1500,249,3,married,k2,m1
2891,5869,173,45,14.0,28500,2075,0,married,k1,m1
2892,5869,176,39,14.0,0,0,2,married,k1,m1
2893,5870,7,35,12.0,18000,1801,1,married,k1,m1
2894,5870,8,33,16.0,0,0,4,married,k2,m1
2895,5872,3,37,12.0,0,0,2,never married,k1,m2
2896,5872,4,35,14.0,27000,2000,2,married,k1,m1
2897,5872,5,31,11.0,0,0,5,never married,k2,m2
2898,5875,2,49,10.0,17554,1808,3,never married,k2,m2
2899,5876,4,32,13.0,20000,1944,2,married,k1,m1
2900,5876,170,36,12.0,25000,2688,2,married,k1,m1
2901,5876,171,39,14.0,25000,1840,0,married,k1,m1
2902,5878,4,33,12.0,15000,2080,3,separated,k2,m2
2903,5878,174,34,12.0,0,0,2,married,k1,m1
2904,5879,5,35,16.0,35000,2550,0,married,k1,m1
2905,5879,6,31,15.0,42000,2450,0,married,k1,m1
2906,5879,173,37,17.0,50000,3024,2,married,k1,m1
2907,5879,175,36,12.0,0,0,2,married,k1,m1
2908,5880,4,45,17.0,0,0,0,married,k1,m1
2909,5880,5,44,12.0,8000,3120,2,divorced,k1,m2
2910,5880,7,41,17.0,40200,1696,0,married,k1,m1
2911,5880,174,41,12.0,9000,2196,1,married,k1,m1
2912,5880,184,31,16.0,20000,2041,1,married,k1,m1
2914,5882,170,44,13.0,29000,2041,2,divorced,k1,m2
2915,5883,3,39,12.0,14400,1320,0,divorced,k1,m2
2916,5883,5,35,12.0,30000,1862,1,married,k1,m1
2917,5883,174,30,16.0,7500,50,1,married,k1,m1
2918,5884,3,48,10.0,0,0,0,never married,k1,m2
2919,5884,4,47,10.0,0,0,1,married,k1,m1
2920,5884,6,36,12.0,21312,1920,2,separated,k1,m2
2921,5885,170,37,12.0,3000,416,3,married,k2,m1
2922,5885,172,35,12.0,20000,2673,3,divorced,k2,m2
2923,5885,174,35,12.0,10000,1936,2,married,k1,m1
2924,5893,2,31,12.0,0,0,2,divorced,k1,m2
2925,5897,3,39,17.0,27000,192,0,never married,k1,m2
2926,5897,4,37,13.0,0,0,0,never married,k1,m2
2927,5897,5,36,14.0,24000,200,3,married,k2,m1
2928,5898,2,39,16.0,31000,1962,2,married,k1,m1
2929,5898,3,36,16.0,35025,1401,3,married,k2,m1
2930,5899,3,36,13.0,9000,1936,3,married,k2,m1
2931,5900,5,33,12.0,18000,1559,3,separated,k2,m2
2932,5900,6,31,12.0,4618,416,2,never married,k1,m2
2933,5900,7,30,12.0,0,0,2,never married,k1,m2
2934,5900,174,32,14.0,0,0,1,married,k1,m1
2935,5901,3,37,11.0,75,300,4,never married,k2,m2
2936,5901,4,34,12.0,0,0,1,never married,k1,m2
2937,5901,7,30,13.0,15000,1077,5,married,k2,m1
2938,5903,3,41,14.0,24000,1864,3,divorced,k2,m2
2939,5904,3,43,13.0,18500,2440,3,married,k2,m1
2940,5904,7,37,14.0,12000,1465,2,divorced,k1,m2
2941,5904,176,35,12.0,0,0,7,married,k2,m1
2942,5904,177,35,12.0,8000,2320,2,married,k1,m1
2943,5904,182,32,14.0,26377,1876,1,married,k1,m1
2944,5909,4,37,14.0,15000,1214,2,divorced,k1,m2
2945,5912,2,47,13.0,22575,2233,1,married,k1,m1
2946,5913,6,39,12.0,19500,1818,3,married,k2,m1
2947,5913,171,38,10.0,0,0,2,married,k1,m1
2948,5913,172,45,9.0,5000,1371,2,married,k1,m1
2949,5913,176,38,14.0,3345,1032,3,divorced,k2,m2
2950,5916,7,31,12.0,22000,2209,3,never married,k2,m2
2951,5916,171,34,12.0,14700,1932,2,married,k1,m1
2952,5919,1,47,11.0,0,0,4,married,k2,m1
2953,5922,2,44,7.0,600,347,4,never married,k2,m2
2954,5922,7,36,12.0,16000,2106,2,never married,k1,m2
2955,5922,171,32,14.0,2500,4346,3,never married,k2,m2
2956,5922,174,41,12.0,21000,1896,2,married,k1,m1
2957,5922,177,41,12.0,25000,2230,4,divorced,k2,m2
2958,5922,192,34,12.0,0,0,0,never married,k1,m2
2959,5923,2,46,16.0,33000,2020,4,married,k2,m1
2960,5923,171,42,13.0,46000,2184,4,married,k2,m1
2961,5925,6,39,13.0,15500,2070,1,never married,k1,m2
2962,5925,7,36,11.0,0,0,2,separated,k1,m2
2963,5926,5,31,14.0,10000,2030,2,married,k1,m1
2965,5928,4,30,12.0,24000,1825,2,married,k1,m1
2966,5929,3,41,14.0,0,0,1,never married,k1,m2
2967,5935,4,31,13.0,40000,2080,0,never married,k1,m2
2968,5938,3,38,13.0,1900,120,2,separated,k1,m2
2969,5938,175,38,12.0,0,0,3,separated,k2,m2
